Age,Embarked,Fare,PassengerId,Pclass,Sex,Survived,Title,Family_size
22,C,14.4583,579,3,female,0,Mrs,Small
32,S,7.925,580,3,male,1,Mr,Alone
25,S,30.0,581,2,female,1,Miss,Small
39,C,110.8833,582,1,female,1,Mrs,Small
54,S,26.0,583,2,male,0,Mr,Alone
36,C,40.125,584,1,male,0,Mr,Alone
25,C,8.7125,585,3,male,0,Mr,Alone
18,S,79.65,586,1,female,1,Miss,Small
47,S,15.0,587,2,male,0,Mr,Alone
60,C,79.2,588,1,male,1,Mr,Small
22,S,8.05,589,3,male,0,Mr,Alone
25,S,8.05,590,3,male,0,Mr,Alone
35,S,7.125,591,3,male,0,Mr,Alone
52,C,78.2667,592,1,female,1,Mrs,Small
47,S,7.25,593,3,male,0,Mr,Alone
22,Q,7.75,594,3,female,0,Miss,Small
37,S,26.0,595,2,male,0,Mr,Small
36,S,24.15,596,3,male,0,Mr,Small
28,S,33.0,597,2,female,1,Miss,Alone
49,S,0.0,598,3,male,0,Mr,Alone
25,C,7.225,599,3,male,0,Mr,Alone
49,C,56.9292,600,1,male,1,Other,Small
24,S,27.0,601,2,female,1,Mrs,Large
25,S,7.8958,602,3,male,0,Mr,Alone
42,S,42.4,603,1,male,0,Mr,Alone
44,S,8.05,604,3,male,0,Mr,Alone
35,C,26.55,605,1,male,1,Mr,Alone
36,S,15.55,606,3,male,0,Mr,Small
30,S,7.8958,607,3,male,0,Mr,Alone
27,S,30.5,608,1,male,1,Mr,Alone
22,C,41.5792,609,2,female,1,Mrs,Large
40,S,153.4625,610,1,female,1,Miss,Alone
39,S,31.275,611,3,female,0,Mrs,Large
25,S,7.05,612,3,male,0,Mr,Alone
22,Q,15.5,613,3,female,1,Miss,Small
25,Q,7.75,614,3,male,0,Mr,Alone
35,S,8.05,615,3,male,0,Mr,Alone
24,S,65.0,616,2,female,1,Miss,Large
34,S,14.4,617,3,male,0,Mr,Small
26,S,16.1,618,3,female,0,Mrs,Small
4,S,39.0,619,2,female,1,Miss,Large
26,S,10.5,620,2,male,0,Mr,Alone
27,C,14.4542,621,3,male,0,Mr,Small
42,S,52.5542,622,1,male,1,Mr,Small
20,C,15.7417,623,3,male,1,Mr,Small
21,S,7.8542,624,3,male,0,Mr,Alone
21,S,16.1,625,3,male,0,Mr,Alone
61,S,32.3208,626,1,male,0,Mr,Alone
57,Q,12.35,627,2,male,0,Other,Alone
21,S,77.9583,628,1,female,1,Miss,Alone
26,S,7.8958,629,3,male,0,Mr,Alone
25,Q,7.7333,630,3,male,0,Mr,Alone
80,S,30.0,631,1,male,1,Mr,Alone
51,S,7.0542,632,3,male,0,Mr,Alone
32,C,30.5,633,1,male,1,Other,Alone
42,S,0.0,634,1,male,0,Mr,Alone
9,S,27.9,635,3,female,0,Miss,Large
28,S,13.0,636,2,female,1,Miss,Alone
32,S,7.925,637,3,male,0,Mr,Alone
31,S,26.25,638,2,male,0,Mr,Small
41,S,39.6875,639,3,female,0,Mrs,Large
25,S,16.1,640,3,male,0,Mr,Small
20,S,7.8542,641,3,male,0,Mr,Alone
24,C,69.3,642,1,female,1,Miss,Alone
2,S,27.9,643,3,female,0,Miss,Large
25,S,56.4958,644,3,male,1,Mr,Alone
0,C,19.2583,645,3,female,1,Miss,Large
48,C,76.7292,646,1,male,1,Mr,Small
19,S,7.8958,647,3,male,0,Mr,Alone
56,C,35.5,648,1,male,1,Other,Alone
25,S,7.55,649,3,male,0,Mr,Alone
23,S,7.55,650,3,female,1,Miss,Alone
25,S,7.8958,651,3,male,0,Mr,Alone
18,S,23.0,652,2,female,1,Miss,Small
21,S,8.4333,653,3,male,0,Mr,Alone
22,Q,7.8292,654,3,female,1,Miss,Alone
18,Q,6.75,655,3,female,0,Miss,Alone
24,S,73.5,656,2,male,0,Mr,Small
25,S,7.8958,657,3,male,0,Mr,Alone
32,Q,15.5,658,3,female,0,Mrs,Small
23,S,13.0,659,2,male,0,Mr,Alone
58,C,113.275,660,1,male,0,Mr,Small
50,S,133.65,661,1,male,1,Other,Small
40,C,7.225,662,3,male,0,Mr,Alone
47,S,25.5875,663,1,male,0,Mr,Alone
36,S,7.4958,664,3,male,0,Mr,Alone
20,S,7.925,665,3,male,1,Mr,Small
32,S,73.5,666,2,male,0,Mr,Small
25,S,13.0,667,2,male,0,Mr,Alone
25,S,7.775,668,3,male,0,Mr,Alone
43,S,8.05,669,3,male,0,Mr,Alone
36,S,52.0,670,1,female,1,Mrs,Small
40,S,39.0,671,2,female,1,Mrs,Small
31,S,52.0,672,1,male,0,Mr,Small
70,S,10.5,673,2,male,0,Mr,Alone
31,S,13.0,674,2,male,1,Mr,Alone
29,S,0.0,675,2,male,0,Mr,Alone
18,S,7.775,676,3,male,0,Mr,Alone
24,S,8.05,677,3,male,0,Mr,Alone
18,S,9.8417,678,3,female,1,Miss,Alone
43,S,46.9,679,3,female,0,Mrs,Large
36,C,512.3292,680,1,male,1,Mr,Small
22,Q,8.1375,681,3,female,0,Miss,Alone
27,C,76.7292,682,1,male,1,Mr,Alone
20,S,9.225,683,3,male,0,Mr,Alone
14,S,46.9,684,3,male,0,Mr,Large
60,S,39.0,685,2,male,0,Mr,Small
25,C,41.5792,686,2,male,0,Mr,Large
14,S,39.6875,687,3,male,0,Mr,Large
19,S,10.1708,688,3,male,0,Mr,Alone
18,S,7.7958,689,3,male,0,Mr,Alone
15,S,211.3375,690,1,female,1,Miss,Small
31,S,57.0,691,1,male,1,Mr,Small
4,C,13.4167,692,3,female,1,Miss,Small
25,S,56.4958,693,3,male,1,Mr,Alone
25,C,7.225,694,3,male,0,Mr,Alone
60,S,26.55,695,1,male,0,Other,Alone
52,S,13.5,696,2,male,0,Mr,Alone
44,S,8.05,697,3,male,0,Mr,Alone
22,Q,7.7333,698,3,female,1,Miss,Alone
49,C,110.8833,699,1,male,0,Mr,Small
42,S,7.65,700,3,male,0,Mr,Alone
18,C,227.525,701,1,female,1,Mrs,Small
35,S,26.2875,702,1,male,1,Mr,Alone
18,C,14.4542,703,3,female,0,Miss,Small
25,Q,7.7417,704,3,male,0,Mr,Alone
26,S,7.8542,705,3,male,0,Mr,Small
39,S,26.0,706,2,male,0,Mr,Alone
45,S,13.5,707,2,female,1,Mrs,Alone
42,S,26.2875,708,1,male,1,Mr,Alone
22,S,151.55,709,1,female,1,Miss,Alone
25,C,15.2458,710,3,male,1,Master,Small
24,C,49.5042,711,1,female,1,Miss,Alone
42,S,26.55,712,1,male,0,Mr,Alone
48,S,52.0,713,1,male,1,Mr,Small
29,S,9.4833,714,3,male,0,Mr,Alone
52,S,13.0,715,2,male,0,Mr,Alone
19,S,7.65,716,3,male,0,Mr,Alone
38,C,227.525,717,1,female,1,Miss,Alone
27,S,10.5,718,2,female,1,Miss,Alone
25,Q,15.5,719,3,male,0,Mr,Alone
33,S,7.775,720,3,male,0,Mr,Alone
6,S,33.0,721,2,female,1,Miss,Small
17,S,7.0542,722,3,male,0,Mr,Small
34,S,13.0,723,2,male,0,Mr,Alone
50,S,13.0,724,2,male,0,Mr,Alone
27,S,53.1,725,1,male,1,Mr,Small
20,S,8.6625,726,3,male,0,Mr,Alone
30,S,21.0,727,2,female,1,Mrs,Large
22,Q,7.7375,728,3,female,1,Miss,Alone
25,S,26.0,729,2,male,0,Mr,Small
25,S,7.925,730,3,female,0,Miss,Small
29,S,211.3375,731,1,female,1,Miss,Alone
11,C,18.7875,732,3,male,0,Mr,Alone
29,S,0.0,733,2,male,0,Mr,Alone
23,S,13.0,734,2,male,0,Mr,Alone
23,S,13.0,735,2,male,0,Mr,Alone
28,S,16.1,736,3,male,0,Mr,Alone
48,S,34.375,737,3,female,0,Mrs,Large
35,C,512.3292,738,1,male,1,Mr,Alone
25,S,7.8958,739,3,male,0,Mr,Alone
25,S,7.8958,740,3,male,0,Mr,Alone
42,S,30.0,741,1,male,1,Mr,Alone
36,S,78.85,742,1,male,0,Mr,Small
21,C,262.375,743,1,female,1,Miss,Large
24,S,16.1,744,3,male,0,Mr,Small
31,S,7.925,745,3,male,1,Mr,Alone
70,S,71.0,746,1,male,0,Other,Small
16,S,20.25,747,3,male,0,Mr,Small
30,S,13.0,748,2,female,1,Miss,Alone
19,S,53.1,749,1,male,0,Mr,Small
31,Q,7.75,750,3,male,0,Mr,Alone
4,S,23.0,751,2,female,1,Miss,Small
6,S,12.475,752,3,male,1,Master,Small
33,S,9.5,753,3,male,0,Mr,Alone
23,S,7.8958,754,3,male,0,Mr,Alone
48,S,65.0,755,2,female,1,Mrs,Large
0,S,14.5,756,2,male,1,Master,Small
28,S,7.7958,757,3,male,0,Mr,Alone
18,S,11.5,758,2,male,0,Mr,Alone
34,S,8.05,759,3,male,0,Mr,Alone
33,S,86.5,760,1,female,1,Other,Alone
25,S,14.5,761,3,male,0,Mr,Alone
41,S,7.125,762,3,male,0,Mr,Alone
20,C,7.2292,763,3,male,1,Mr,Alone
36,S,120.0,764,1,female,1,Mrs,Large
16,S,7.775,765,3,male,0,Mr,Alone
51,S,77.9583,766,1,female,1,Mrs,Small
42,C,39.6,767,1,male,0,Other,Alone
30,Q,7.75,768,3,female,0,Miss,Alone
25,Q,24.15,769,3,male,0,Mr,Small
32,S,8.3625,770,3,male,0,Mr,Alone
24,S,9.5,771,3,male,0,Mr,Alone
48,S,7.8542,772,3,male,0,Mr,Alone
57,S,10.5,773,2,female,0,Mrs,Alone
25,C,7.225,774,3,male,0,Mr,Alone
54,S,23.0,775,2,female,1,Mrs,Large
18,S,7.75,776,3,male,0,Mr,Alone
25,Q,7.75,777,3,male,0,Mr,Alone
5,S,12.475,778,3,female,1,Miss,Alone
25,Q,7.7375,779,3,male,0,Mr,Alone
43,S,211.3375,780,1,female,1,Mrs,Small
13,C,7.2292,781,3,female,1,Miss,Alone
17,S,57.0,782,1,female,1,Mrs,Small
29,S,30.0,783,1,male,0,Mr,Alone
25,S,23.45,784,3,male,0,Mr,Large
25,S,7.05,785,3,male,0,Mr,Alone
25,S,7.25,786,3,male,0,Mr,Alone
18,S,7.4958,787,3,female,1,Miss,Alone
8,Q,29.125,788,3,male,0,Master,Large
1,S,20.575,789,3,male,1,Master,Large
46,C,79.2,790,1,male,0,Mr,Alone
25,Q,7.75,791,3,male,0,Mr,Alone
16,S,26.0,792,2,male,0,Mr,Alone
22,S,69.55,793,3,female,0,Miss,Large
42,C,30.6958,794,1,male,0,Mr,Alone
25,S,7.8958,795,3,male,0,Mr,Alone
39,S,13.0,796,2,male,0,Mr,Alone
49,S,25.9292,797,1,female,1,Other,Alone
31,S,8.6833,798,3,female,1,Mrs,Alone
30,C,7.2292,799,3,male,0,Mr,Alone
30,S,24.15,800,3,female,0,Mrs,Small
34,S,13.0,801,2,male,0,Mr,Alone
31,S,26.25,802,2,female,1,Mrs,Small
11,S,120.0,803,1,male,1,Master,Large
0,C,8.5167,804,3,male,1,Master,Small
27,S,6.975,805,3,male,1,Mr,Alone
31,S,7.775,806,3,male,0,Mr,Alone
39,S,0.0,807,1,male,0,Mr,Alone
18,S,7.775,808,3,female,0,Miss,Alone
39,S,13.0,809,2,male,0,Mr,Alone
33,S,53.1,810,1,female,1,Mrs,Small
26,S,7.8875,811,3,male,0,Mr,Alone
39,S,24.15,812,3,male,0,Mr,Alone
35,S,10.5,813,2,male,0,Mr,Alone
6,S,31.275,814,3,female,0,Miss,Large
30,S,8.05,815,3,male,0,Mr,Alone
42,S,0.0,816,1,male,0,Mr,Alone
23,S,7.925,817,3,female,0,Miss,Alone
31,C,37.0042,818,2,male,0,Mr,Small
43,S,6.45,819,3,male,0,Mr,Alone
10,S,27.9,820,3,male,0,Master,Large
52,S,93.5,821,1,female,1,Mrs,Small
27,S,8.6625,822,3,male,1,Mr,Alone
38,S,0.0,823,1,male,0,Other,Alone
27,S,12.475,824,3,female,1,Mrs,Small
2,S,39.6875,825,3,male,0,Master,Large
25,Q,6.95,826,3,male,0,Mr,Alone
25,S,56.4958,827,3,male,0,Mr,Alone
1,C,37.0042,828,2,male,1,Master,Small
25,Q,7.75,829,3,male,1,Mr,Alone
62,S,80.0,830,1,female,1,Mrs,Alone
15,C,14.4542,831,3,female,1,Mrs,Small
0,S,18.75,832,2,male,1,Master,Small
25,C,7.2292,833,3,male,0,Mr,Alone
23,S,7.8542,834,3,male,0,Mr,Alone
18,S,8.3,835,3,male,0,Mr,Alone
39,C,83.1583,836,1,female,1,Miss,Small
21,S,8.6625,837,3,male,0,Mr,Alone
25,S,8.05,838,3,male,0,Mr,Alone
32,S,56.4958,839,3,male,1,Mr,Alone
42,C,29.7,840,1,male,1,Mr,Alone
20,S,7.925,841,3,male,0,Mr,Alone
16,S,10.5,842,2,male,0,Mr,Alone
30,C,31.0,843,1,female,1,Miss,Alone
34,C,6.4375,844,3,male,0,Mr,Alone
17,S,8.6625,845,3,male,0,Mr,Alone
42,S,7.55,846,3,male,0,Mr,Alone
25,S,69.55,847,3,male,0,Mr,Large
35,C,7.8958,848,3,male,0,Mr,Alone
28,S,33.0,849,2,male,0,Other,Small
36,C,89.1042,850,1,female,1,Mrs,Small
4,S,31.275,851,3,male,0,Master,Large
74,S,7.775,852,3,male,0,Mr,Alone
9,C,15.2458,853,3,female,0,Miss,Small
16,S,39.4,854,1,female,1,Miss,Small
44,S,26.0,855,2,female,0,Mrs,Small
18,S,9.35,856,3,female,1,Mrs,Small
45,S,164.8667,857,1,female,1,Mrs,Small
51,S,26.55,858,1,male,1,Mr,Alone
24,C,19.2583,859,3,female,1,Mrs,Large
25,C,7.2292,860,3,male,0,Mr,Alone
41,S,14.1083,861,3,male,0,Mr,Small
21,S,11.5,862,2,male,0,Mr,Small
48,S,25.9292,863,1,female,1,Mrs,Alone
22,S,69.55,864,3,female,0,Miss,Large
24,S,13.0,865,2,male,0,Mr,Alone
42,S,13.0,866,2,female,1,Mrs,Alone
27,C,13.8583,867,2,female,1,Miss,Small
31,S,50.4958,868,1,male,0,Mr,Alone
25,S,9.5,869,3,male,0,Mr,Alone
4,S,11.1333,870,3,male,1,Master,Small
26,S,7.8958,871,3,male,0,Mr,Alone
47,S,52.5542,872,1,female,1,Mrs,Small
33,S,5.0,873,1,male,0,Mr,Alone
47,S,9.0,874,3,male,0,Mr,Alone
28,C,24.0,875,2,female,1,Mrs,Small
15,C,7.225,876,3,female,1,Miss,Alone
20,S,9.8458,877,3,male,0,Mr,Alone
19,S,7.8958,878,3,male,0,Mr,Alone
25,S,7.8958,879,3,male,0,Mr,Alone
56,C,83.1583,880,1,female,1,Mrs,Small
25,S,26.0,881,2,female,1,Mrs,Small
33,S,7.8958,882,3,male,0,Mr,Alone
22,S,10.5167,883,3,female,0,Miss,Alone
28,S,10.5,884,2,male,0,Mr,Alone
25,S,7.05,885,3,male,0,Mr,Alone
39,Q,29.125,886,3,female,0,Mrs,Large
27,S,13.0,887,2,male,0,Other,Alone
19,S,30.0,888,1,female,1,Miss,Alone
22,S,23.45,889,3,female,0,Miss,Large
26,C,30.0,890,1,male,1,Mr,Alone
32,Q,7.75,891,3,male,0,Mr,Alone
34,Q,7.8292,892,3,male,0,Mr,Alone
47,S,7.0,893,3,female,0,Mrs,Small
62,Q,9.6875,894,2,male,0,Mr,Alone
27,S,8.6625,895,3,male,0,Mr,Alone
22,S,12.2875,896,3,female,0,Mrs,Small
14,S,9.225,897,3,male,0,Mr,Alone
30,Q,7.6292,898,3,female,0,Miss,Alone
26,S,29.0,899,2,male,0,Mr,Small
18,C,7.2292,900,3,female,0,Mrs,Alone
21,S,24.15,901,3,male,0,Mr,Small
25,S,7.8958,902,3,male,0,Mr,Alone
46,S,26.0,903,1,male,0,Mr,Alone
23,S,82.2667,904,1,female,0,Mrs,Small
63,S,26.0,905,2,male,0,Mr,Small
47,S,61.175,906,1,female,0,Mrs,Small
24,C,27.7208,907,2,female,0,Mrs,Small
35,Q,12.35,908,2,male,0,Mr,Alone
21,C,7.225,909,3,male,0,Mr,Alone
27,S,7.925,910,3,female,0,Miss,Small
45,C,7.225,911,3,female,0,Mrs,Alone
55,C,59.4,912,1,male,0,Mr,Small
9,S,3.1708,913,3,male,0,Master,Small
36,S,31.6833,914,1,female,0,Mrs,Alone
21,C,61.3792,915,1,male,0,Mr,Small
48,C,262.375,916,1,female,0,Mrs,Large
50,S,14.5,917,3,male,0,Mr,Small
22,C,61.9792,918,1,female,0,Miss,Small
22,C,7.225,919,3,male,0,Mr,Alone
41,S,30.5,920,1,male,0,Mr,Alone
25,C,21.6792,921,3,male,0,Mr,Small
50,S,26.0,922,2,male,0,Mr,Small
24,S,31.5,923,2,male,0,Mr,Small
33,S,20.575,924,3,female,0,Mrs,Large
22,S,23.45,925,3,female,0,Mrs,Large
30,C,57.75,926,1,male,0,Mr,Small
18,C,7.2292,927,3,male,0,Mr,Alone
22,S,8.05,928,3,female,0,Miss,Alone
21,S,8.6625,929,3,female,0,Miss,Alone
25,S,9.5,930,3,male,0,Mr,Alone
25,S,56.4958,931,3,male,0,Mr,Alone
39,C,13.4167,932,3,male,0,Mr,Small
42,S,26.55,933,1,male,0,Mr,Alone
41,S,7.85,934,3,male,0,Mr,Alone
30,S,13.0,935,2,female,0,Mrs,Alone
45,S,52.5542,936,1,female,0,Mrs,Small
25,S,7.925,937,3,male,0,Mr,Alone
45,C,29.7,938,1,male,0,Mr,Alone
25,Q,7.75,939,3,male,0,Mr,Alone
60,C,76.2917,940,1,female,0,Mrs,Alone
36,S,15.9,941,3,female,0,Mrs,Small
24,S,60.0,942,1,male,0,Mr,Small
27,C,15.0333,943,2,male,0,Mr,Alone
20,S,23.0,944,2,female,0,Miss,Large
28,S,263.0,945,1,female,0,Miss,Large
29,C,15.5792,946,2,male,0,Mr,Alone
10,Q,29.125,947,3,male,0,Master,Large
35,S,7.8958,948,3,male,0,Mr,Alone
25,S,7.65,949,3,male,0,Mr,Alone
25,S,16.1,950,3,male,0,Mr,Small
36,C,262.375,951,1,female,0,Miss,Alone
17,S,7.8958,952,3,male,0,Mr,Alone
32,S,13.5,953,2,male,0,Mr,Alone
18,S,7.75,954,3,male,0,Mr,Alone
22,Q,7.725,955,3,female,0,Miss,Alone
13,C,262.375,956,1,male,0,Master,Large
28,S,21.0,957,2,female,0,Mrs,Alone
18,Q,7.8792,958,3,female,0,Miss,Alone
47,S,42.4,959,1,male,0,Mr,Alone
31,C,28.5375,960,1,male,0,Mr,Alone
60,S,263.0,961,1,female,0,Mrs,Large
24,Q,7.75,962,3,female,0,Miss,Alone
21,S,7.8958,963,3,male,0,Mr,Alone
29,S,7.925,964,3,female,0,Miss,Alone
28,C,27.7208,965,1,male,0,Mr,Alone
35,C,211.5,966,1,female,0,Miss,Alone
32,C,211.5,967,1,male,0,Mr,Alone
25,S,8.05,968,3,male,0,Mr,Alone
55,S,25.7,969,1,female,0,Mrs,Small
30,S,13.0,970,2,male,0,Mr,Alone
24,Q,7.75,971,3,female,0,Miss,Alone
6,C,15.2458,972,3,male,0,Master,Small
67,S,221.7792,973,1,male,0,Mr,Small
49,S,26.0,974,1,male,0,Mr,Alone
25,S,7.8958,975,3,male,0,Mr,Alone
29,Q,10.7083,976,2,male,0,Mr,Alone
25,C,14.4542,977,3,male,0,Mr,Small
27,Q,7.8792,978,3,female,0,Miss,Alone
18,S,8.05,979,3,female,0,Miss,Alone
22,Q,7.75,980,3,female,0,Miss,Alone
2,S,23.0,981,2,male,0,Master,Small
22,S,13.9,982,3,female,0,Mrs,Small
25,S,7.775,983,3,male,0,Mr,Alone
27,S,52.0,984,1,female,0,Mrs,Large
25,S,8.05,985,3,male,0,Mr,Alone
25,C,26.0,986,1,male,0,Mr,Alone
25,S,7.7958,987,3,male,0,Mr,Alone
76,S,78.85,988,1,female,0,Mrs,Small
29,S,7.925,989,3,male,0,Mr,Alone
20,S,7.8542,990,3,female,0,Miss,Alone
33,S,8.05,991,3,male,0,Mr,Alone
43,C,55.4417,992,1,female,0,Mrs,Small
27,S,26.0,993,2,male,0,Mr,Small
25,Q,7.75,994,3,male,0,Mr,Alone
26,S,7.775,995,3,male,0,Mr,Alone
16,C,8.5167,996,3,female,0,Mrs,Small
28,S,22.525,997,3,male,0,Mr,Alone
21,Q,7.8208,998,3,male,0,Mr,Alone
25,Q,7.75,999,3,male,0,Mr,Alone
25,S,8.7125,1000,3,male,0,Mr,Alone
18,S,13.0,1001,2,male,0,Mr,Alone
41,C,15.0458,1002,2,male,0,Mr,Alone
22,Q,7.7792,1003,3,female,0,Miss,Alone
36,C,31.6792,1004,1,female,0,Miss,Alone
18,Q,7.2833,1005,3,female,0,Miss,Alone
63,S,221.7792,1006,1,female,0,Mrs,Small
18,C,14.4542,1007,3,male,0,Mr,Small
25,C,6.4375,1008,3,male,0,Mr,Alone
1,S,16.7,1009,3,female,0,Miss,Small
36,C,75.2417,1010,1,male,0,Mr,Alone
29,S,26.0,1011,2,female,0,Mrs,Small
12,S,15.75,1012,2,female,0,Miss,Alone
25,Q,7.75,1013,3,male,0,Mr,Small
35,C,57.75,1014,1,female,0,Mrs,Small
28,S,7.25,1015,3,male,0,Mr,Alone
25,Q,7.75,1016,3,male,0,Mr,Alone
17,S,16.1,1017,3,female,0,Miss,Small
22,S,7.7958,1018,3,male,0,Mr,Alone
22,Q,23.25,1019,3,female,0,Miss,Small
42,S,13.0,1020,2,male,0,Mr,Alone
24,S,8.05,1021,3,male,0,Mr,Alone
32,S,8.05,1022,3,male,0,Mr,Alone
53,C,28.5,1023,1,male,0,Other,Alone
22,S,25.4667,1024,3,female,0,Mrs,Large
25,C,6.4375,1025,3,male,0,Mr,Small
43,S,7.8958,1026,3,male,0,Mr,Alone
24,S,7.8542,1027,3,male,0,Mr,Alone
26,C,7.225,1028,3,male,0,Mr,Alone
26,S,13.0,1029,2,male,0,Mr,Alone
23,S,8.05,1030,3,female,0,Miss,Alone
40,S,46.9,1031,3,male,0,Mr,Large
10,S,46.9,1032,3,female,0,Miss,Large
33,S,151.55,1033,1,female,0,Miss,Alone
61,C,262.375,1034,1,male,0,Mr,Large
28,S,26.0,1035,2,male,0,Mr,Alone
42,S,26.55,1036,1,male,0,Mr,Alone
31,S,18.0,1037,3,male,0,Mr,Large
42,S,51.8625,1038,1,male,0,Mr,Alone
22,S,8.05,1039,3,male,0,Mr,Alone
42,S,26.55,1040,1,male,0,Mr,Alone
30,S,26.0,1041,2,male,0,Other,Small
23,C,83.1583,1042,1,female,0,Mrs,Small
25,C,7.8958,1043,3,male,0,Mr,Alone
60,S,33.29547928134557,1044,3,male,0,Mr,Alone
36,S,12.1833,1045,3,female,0,Mrs,Small
13,S,31.3875,1046,3,male,0,Master,Large
24,S,7.55,1047,3,male,0,Mr,Alone
29,S,221.7792,1048,1,female,0,Miss,Alone
23,S,7.8542,1049,3,female,0,Miss,Alone
42,S,26.55,1050,1,male,0,Mr,Alone
26,S,13.775,1051,3,female,0,Mrs,Small
22,Q,7.7333,1052,3,female,0,Miss,Alone
7,C,15.2458,1053,3,male,0,Master,Small
26,S,13.5,1054,2,female,0,Miss,Alone
25,S,7.0,1055,3,male,0,Mr,Alone
41,S,13.0,1056,2,male,0,Other,Alone
26,S,22.025,1057,3,female,0,Mrs,Small
48,C,50.4958,1058,1,male,0,Mr,Alone
18,S,34.375,1059,3,male,0,Mr,Large
36,C,27.7208,1060,1,female,0,Mrs,Alone
22,S,8.9625,1061,3,female,0,Miss,Alone
25,S,7.55,1062,3,male,0,Mr,Alone
27,C,7.225,1063,3,male,0,Mr,Alone
23,S,13.9,1064,3,male,0,Mr,Small
25,C,7.2292,1065,3,male,0,Mr,Alone
40,S,31.3875,1066,3,male,0,Mr,Large
15,S,39.0,1067,2,female,0,Miss,Small
20,S,36.75,1068,2,female,0,Miss,Alone
54,C,55.4417,1069,1,male,0,Mr,Small
36,S,39.0,1070,2,female,0,Mrs,Large
64,C,83.1583,1071,1,female,0,Mrs,Small
30,S,13.0,1072,2,male,0,Mr,Alone
37,C,83.1583,1073,1,male,0,Mr,Small
18,S,53.1,1074,1,female,0,Mrs,Small
25,Q,7.75,1075,3,male,0,Mr,Alone
27,C,247.5208,1076,1,female,0,Mrs,Small
40,S,16.0,1077,2,male,0,Mr,Alone
21,S,21.0,1078,2,female,0,Miss,Small
17,S,8.05,1079,3,male,0,Mr,Small
22,S,69.55,1080,3,female,0,Miss,Large
40,S,13.0,1081,2,male,0,Mr,Alone
34,S,26.0,1082,2,male,0,Mr,Small
42,S,26.0,1083,1,male,0,Mr,Alone
11,S,14.5,1084,3,male,0,Master,Small
61,Q,12.35,1085,2,male,0,Mr,Alone
8,S,32.5,1086,2,male,0,Master,Small
33,S,7.8542,1087,3,male,0,Mr,Alone
6,C,134.5,1088,1,male,0,Master,Small
18,S,7.775,1089,3,female,0,Miss,Alone
23,S,10.5,1090,2,male,0,Mr,Alone
22,S,8.1125,1091,3,female,0,Mrs,Alone
22,Q,15.5,1092,3,female,0,Miss,Alone
0,S,14.4,1093,3,male,0,Master,Small
47,C,227.525,1094,1,male,0,Other,Small
8,S,26.0,1095,2,female,0,Miss,Small
25,S,10.5,1096,2,male,0,Mr,Alone
42,C,25.7417,1097,1,male,0,Mr,Alone
35,Q,7.75,1098,3,female,0,Miss,Alone
24,S,10.5,1099,2,male,0,Mr,Alone
33,C,27.7208,1100,1,female,0,Miss,Alone
25,S,7.8958,1101,3,male,0,Mr,Alone
32,S,22.525,1102,3,male,0,Mr,Alone
25,S,7.05,1103,3,male,0,Mr,Alone
17,S,73.5,1104,2,male,0,Mr,Alone
60,S,26.0,1105,2,female,0,Mrs,Small
38,S,7.775,1106,3,female,0,Miss,Large
42,S,42.5,1107,1,male,0,Mr,Alone
22,Q,7.8792,1108,3,female,0,Miss,Alone
57,S,164.8667,1109,1,male,0,Mr,Small
50,C,211.5,1110,1,female,0,Mrs,Small
25,S,8.05,1111,3,male,0,Mr,Alone
30,C,13.8583,1112,2,female,0,Miss,Small
21,S,8.05,1113,3,male,0,Mr,Alone
22,S,10.5,1114,2,female,0,Mrs,Alone
21,S,7.7958,1115,3,male,0,Mr,Alone
53,C,27.4458,1116,1,female,0,Mrs,Alone
22,C,15.2458,1117,3,female,0,Mrs,Small
23,S,7.7958,1118,3,male,0,Mr,Alone
22,Q,7.75,1119,3,female,0,Miss,Alone
40,S,15.1,1120,3,male,0,Mr,Alone
36,S,13.0,1121,2,male,0,Mr,Alone
14,S,65.0,1122,2,male,0,Mr,Alone
21,S,26.55,1123,1,female,0,Miss,Alone
21,S,6.4958,1124,3,male,0,Mr,Small
25,Q,7.8792,1125,3,male,0,Mr,Alone
39,C,71.2833,1126,1,male,0,Mr,Small
20,S,7.8542,1127,3,male,0,Mr,Alone
64,C,75.25,1128,1,male,0,Mr,Small
20,C,7.225,1129,3,male,0,Mr,Alone
18,S,13.0,1130,2,female,0,Miss,Small
48,C,106.425,1131,1,female,0,Mrs,Small
55,C,27.7208,1132,1,female,0,Mrs,Alone
45,S,30.0,1133,2,female,0,Mrs,Small
45,C,134.5,1134,1,male,0,Mr,Small
25,S,7.8875,1135,3,male,0,Mr,Alone
25,S,23.45,1136,3,male,0,Master,Large
41,S,51.8625,1137,1,male,0,Mr,Small
22,S,21.0,1138,2,female,0,Mrs,Alone
42,S,32.5,1139,2,male,0,Mr,Small
29,S,26.0,1140,2,female,0,Mrs,Small
22,C,14.4542,1141,3,female,0,Mrs,Small
0,S,27.75,1142,2,female,0,Miss,Large
20,S,7.925,1143,3,male,0,Mr,Alone
27,C,136.7792,1144,1,male,0,Mr,Small
24,S,9.325,1145,3,male,0,Mr,Alone
32,S,9.5,1146,3,male,0,Mr,Alone
25,S,7.55,1147,3,male,0,Mr,Alone
25,Q,7.75,1148,3,male,0,Mr,Alone
28,S,8.05,1149,3,male,0,Mr,Alone
